Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
gs_ind_0	breast_cancer-Dactolisib	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Abiraterone	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Abiraterone-Enzalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Apalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Apalutamide-Enzalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Enzalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Enzalutamide-Abiraterone	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Nilutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Nilutamide-Cyproterone Acetate	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Nilutamide-Cyproterone Acetate-Flutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_cancer-Nilutamide-Cyproterone Acetate-Flutamide-Bicalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
gs_ind_0	prostate_carcinoma-Bicalutamide	1/1	0.015652006913769924	0.015652006913769924	189.25846153846155	786.7769740908778	AR
